System Setting,System Mode,Calendar Event,Program Mode,Cool Set Temp (F),Heat Set Temp (F),Current Temp (F),Current Humidity (%RH),Outdoor Temp (F),Wind Speed (km/h),Cool Stage 1 (sec),Heat Stage 1 (sec),Aux Heat 1 (sec),Fan (sec),DM Offset,Thermostat Temperature (F),Thermostat Humidity (%RH),Thermostat Motion,Upstairs (F),Upstairs2
heat,compressorHeatOff,,Home,78,67,67.8,47,58.1,0,0,0,0,0,,66.2,47,1,69.4,1
heat,compressorHeatOff,,Home,78,67,67.7,47,56.1,0,0,0,0,0,,66.2,47,1,69.3,0
heat,compressorHeatOff,,Home,78,67,67.7,47,56.1,0,0,0,0,0,,66.2,47,1,69.2,0
heat,compressorHeatOff,,Home,78,67,67.6,47,56.1,0,0,0,0,0,,66.1,47,1,69.2,0
heat,compressorHeatOff,,Home,78,67,67.6,47,56.1,0,0,0,0,0,,66,47,1,69.2,0
heat,compressorHeatOff,,Home,78,67,67.5,47,56.1,0,0,0,0,0,,65.9,47,1,69.1,0
heat,compressorHeatOff,,Home,78,67,67.4,47,56.1,0,0,0,0,0,,65.9,47,1,69,0
heat,compressorHeatOff,,Home,78,67,67.2,47,54.3,0,0,0,0,0,,65.9,47,1,69,0
heat,compressorHeatOff,,Home,78,67,67.1,47,54.3,0,0,0,0,0,,65.9,47,1,69,0
heat,compressorHeatOff,,Home,78,67,66.9,47,54.3,0,0,0,0,0,,65.9,47,0,68.9,0
heat,compressorHeatOff,,Home,78,67,66.6,47,54.3,0,0,105,0,105,,65.8,47,0,68.9,0
heat,compressorHeatStage1On,,Home,78,67,66.2,48,54.3,0,0,300,0,300,,65.8,48,1,68.9,0
heat,compressorHeatStage1On,,Home,78,67,66,48,54.3,0,0,300,0,300,,65.9,48,1,69,0
heat,compressorHeatStage1On,,Home,78,67,66.1,48,53.4,0,0,300,0,300,,66.1,48,1,69.4,0
heat,compressorHeatStage1On,,Home,78,67,66.1,48,53.4,0,0,300,0,300,,66.1,48,1,69.8,0
heat,compressorHeatStage1On,,Home,78,67,66.3,49,53.4,0,0,300,0,300,,66.3,49,1,70.1,0
heat,compressorHeatStage1On,,Home,78,67,66.5,50,53.4,0,0,195,0,240,,66.5,50,0,70.5,0
heat,compressorHeatOff,,Home,78,67,66.8,51,53.4,0,0,0,0,0,,66.8,51,0,70.9,0
heat,compressorHeatOff,,Home,78,67,66.9,51,53.4,0,0,0,0,0,,66.9,51,1,70.9,0
heat,compressorHeatOff,,Home,78,67,66.9,51,52.7,0,0,0,0,0,,66.9,51,0,70.5,0
heat,compressorHeatOff,,Home,78,67,66.9,51,52.7,0,0,0,0,0,,66.9,51,1,70.5,0
heat,compressorHeatOff,,Home,78,67,66.9,51,52.7,0,0,0,0,0,,66.9,51,0,70.3,0
heat,compressorHeatOff,,Home,78,67,67,51,52.7,0,0,0,0,0,,67,51,1,70.3,0
heat,compressorHeatOff,,Home,78,67,67.2,52,52.7,0,0,0,0,0,,67.2,52,1,70.3,0
heat,compressorHeatOff,,Home,78,67,67.3,52,52.7,0,0,0,0,0,,67.3,52,1,70.1,0
heat,compressorHeatOff,,Home,78,67,67.3,51,53.2,0,0,0,0,0,,67.3,51,0,70.1,0
heat,compressorHeatOff,,Home,78,67,67.3,50,53.2,0,0,0,0,0,,67.3,50,1,70.1,0
heat,compressorHeatOff,,Home,78,67,67.4,50,53.2,0,0,0,0,0,,67.4,50,1,70.1,0
heat,compressorHeatOff,,Home,78,67,67.4,50,53.2,0,0,0,0,0,,67.4,50,0,70,0
heat,compressorHeatOff,,Home,78,67,67.4,50,53.2,0,0,0,0,0,,67.4,50,1,70,0
heat,compressorHeatOff,,Home,78,67,67.3,50,53.2,0,0,0,0,0,,67.3,50,1,69.8,0
heat,compressorHeatOff,,Home,78,67,67.2,51,52.5,0,0,0,0,0,,67.2,51,1,69.8,0
heat,compressorHeatOff,,Home,78,67,67.3,50,52.5,0,0,0,0,0,,67.3,50,0,69.8,0
heat,compressorHeatOff,,Home,78,67,67.8,49,52.5,0,0,0,0,0,,67.8,49,0,69.8,0
heat,compressorHeatOff,,Home,78,67,67.7,49,52.5,0,0,0,0,0,,67.7,49,0,69.8,0
heat,compressorHeatOff,,Home,78,67,67.8,49,52.5,0,0,0,0,0,,67.8,49,0,69.8,0
heat,compressorHeatOff,,Home,78,67,68.1,49,52.5,0,0,0,0,0,,68.1,49,1,69.6,1
heat,compressorHeatOff,,Home,78,67,68.4,49,52.5,0,0,0,0,0,,68.3,49,1,69.6,1
heat,compressorHeatOff,,Home,78,67,68.7,49,52.5,0,0,0,0,0,,68.5,49,0,69.6,1
heat,compressorHeatOff,,Home,78,67,68.8,49,52.5,0,0,0,0,0,,68.6,49,0,69.6,0
heat,compressorHeatOff,,Home,78,67,68.7,49,52.5,0,0,0,0,0,,68.2,49,0,69.5,0
heat,compressorHeatOff,,Home,78,67,68.6,49,52.5,0,0,0,0,0,,68.1,49,0,69.4,0
heat,compressorHeatOff,,Home,78,67,68.8,49,52.5,0,0,0,0,0,,68.3,49,0,69.4,0
heat,compressorHeatOff,,Home,78,67,68.9,49,52.2,0,0,0,0,0,,68.5,49,0,69.4,0
heat,compressorHeatOff,,Home,78,67,69,47,52.2,0,0,0,0,0,,68.6,47,0,69.4,0
heat,compressorHeatOff,,Home,78,67,69.1,47,52.2,0,0,0,0,0,,68.6,47,0,69.4,0
heat,compressorHeatOff,,Home,78,67,69,48,52.2,0,0,0,0,0,,68.1,48,0,69.4,0
heat,compressorHeatOff,,Home,78,67,69,49,52.2,0,0,0,0,0,,68.1,49,0,69.3,0
heat,compressorHeatOff,,Home,77,66,69.1,48,52.2,0,0,0,0,0,,68.3,48,1,69.2,0
heat,compressorHeatOff,,Sleep,73,62,69.2,48,52.3,0,0,0,0,0,,68.4,48,1,69.2,0
heat,compressorHeatOff,,Sleep,73,62,69.2,48,52.3,0,0,0,0,0,,68.5,48,1,69.2,0
heat,compressorHeatOff,,Sleep,73,62,69.2,48,52.3,0,0,0,0,0,,68.4,48,0,69.2,0
heat,compressorHeatOff,,Sleep,73,62,69.2,48,52.3,0,0,0,0,0,,67.9,48,0,69.2,0
heat,compressorHeatOff,,Sleep,73,62,69.2,47,52.3,0,0,0,0,0,,67.9,47,0,69.2,0
heat,compressorHeatOff,,Sleep,73,62,69,47,52.3,0,0,0,0,0,,68.1,47,0,69,0
heat,compressorHeatOff,,Sleep,73,62,69,47,52.2,0,0,0,0,0,,68.2,47,0,69,0
heat,compressorHeatOff,,Sleep,73,62,69,47,52.2,0,0,0,0,0,,68.3,47,0,69,0
heat,compressorHeatOff,,Sleep,73,62,69,47,52.2,0,0,0,0,0,,68.2,47,0,69,0
heat,compressorHeatOff,,Sleep,73,62,69,48,52.2,0,0,0,0,0,,67.7,48,0,69,0
heat,compressorHeatOff,,Sleep,73,62,69,49,52.2,0,0,0,0,0,,67.8,49,0,69,0
heat,compressorHeatOff,,Sleep,73,62,69,49,52.2,0,0,0,0,0,,68,49,0,69,0
heat,compressorHeatOff,,Sleep,73,62,69,48,51.4,0,0,0,0,0,,68.2,48,0,69,0
heat,compressorHeatOff,,Sleep,73,62,69,47,51.4,0,0,0,0,0,,68.3,47,0,69,0
heat,compressorHeatOff,,Sleep,73,62,69,47,51.4,0,0,0,0,0,,68.1,47,0,69,0
heat,compressorHeatOff,,Sleep,73,62,68.9,49,51.4,0,0,0,0,0,,67.7,49,0,68.9,0
heat,compressorHeatOff,,Sleep,73,62,68.9,49,51.4,0,0,0,0,0,,67.8,49,0,68.9,0
heat,compressorHeatOff,,Sleep,73,62,68.9,49,51.4,0,0,0,0,0,,68,49,1,68.9,0
heat,compressorHeatOff,,Sleep,73,62,68.9,48,51.2,0,0,0,0,0,,68.1,48,1,68.9,0
heat,compressorHeatOff,,Sleep,73,62,68.9,48,51.2,0,0,0,0,0,,68.2,48,1,68.9,0
heat,compressorHeatOff,,Sleep,73,62,68.9,48,51.2,0,0,0,0,0,,68,48,0,68.9,0
heat,compressorHeatOff,,Sleep,73,62,68.9,49,51.2,0,0,0,0,0,,67.6,49,0,68.9,0
heat,compressorHeatOff,,Sleep,73,62,68.7,49,51.2,0,0,0,0,0,,67.7,49,0,68.7,0
heat,compressorHeatOff,,Sleep,73,62,68.7,49,51.2,0,0,0,0,0,,67.9,49,0,68.7,0
heat,compressorHeatOff,,Sleep,73,62,68.7,49,51.2,0,0,0,0,0,,68,49,0,68.7,0
heat,compressorHeatOff,,Sleep,73,62,68.7,49,51.2,0,0,0,0,0,,68.1,49,0,68.7,0
heat,compressorHeatOff,,Sleep,73,62,68.7,49,51.2,0,0,0,0,0,,67.8,49,0,68.7,0
heat,compressorHeatOff,,Sleep,73,62,68.7,49,51.2,0,0,0,0,0,,67.5,49,1,68.7,0
heat,compressorHeatOff,,Sleep,73,62,68.7,49,51.2,0,0,0,0,0,,67.6,49,0,68.7,1
heat,compressorHeatOff,,Sleep,73,62,68.7,49,51.2,0,0,0,0,0,,67.8,49,0,68.7,1
heat,compressorHeatOff,,Sleep,73,62,68.7,49,50.9,0,0,0,0,0,,67.9,49,0,68.7,1
heat,compressorHeatOff,,Sleep,73,62,68.7,49,50.9,0,0,0,0,0,,68,49,0,68.7,1
heat,compressorHeatOff,,Sleep,73,62,68.7,49,50.9,0,0,0,0,0,,67.6,49,0,68.7,1
heat,compressorHeatOff,,Sleep,73,62,68.7,49,50.9,0,0,0,0,0,,67.3,49,0,68.7,0
heat,compressorHeatOff,,Sleep,73,62,68.7,49,50.9,0,0,0,0,0,,67.4,49,1,68.7,1
heat,compressorHeatOff,,Sleep,73,62,68.7,49,50.9,0,0,0,0,0,,67.5,49,1,68.7,1
heat,compressorHeatOff,,Sleep,73,62,68.7,49,51,0,0,0,0,0,,67.7,49,0,68.7,1
heat,compressorHeatOff,,Sleep,73,62,68.7,48,51,0,0,0,0,0,,67.7,48,0,68.7,1
heat,compressorHeatOff,,Sleep,73,62,68.7,49,51,0,0,0,0,0,,67.3,49,0,68.7,1
heat,compressorHeatOff,,Sleep,73,62,68.7,49,51,0,0,0,0,0,,67,49,0,68.7,0
heat,compressorHeatOff,,Sleep,73,62,68.7,49,51,0,0,0,0,0,,67.2,49,0,68.7,0
heat,compressorHeatOff,,Sleep,73,62,68.7,49,51,0,0,0,0,0,,67.3,49,0,68.7,0
heat,compressorHeatOff,,Sleep,73,62,68.7,49,50.5,0,0,0,0,0,,67.5,49,0,68.7,0
heat,compressorHeatOff,,Sleep,73,62,68.7,49,50.5,0,0,0,0,0,,67.5,49,0,68.7,0
heat,compressorHeatOff,,Sleep,73,62,68.6,49,50.5,0,0,0,0,0,,67,49,0,68.6,0
heat,compressorHeatOff,,Sleep,73,62,68.5,49,50.5,0,0,0,0,0,,66.9,49,0,68.5,0
heat,compressorHeatOff,,Sleep,73,62,68.5,49,50.5,0,0,0,0,0,,67.1,49,0,68.5,0
heat,compressorHeatOff,,Sleep,73,62,68.6,49,50.5,0,0,0,0,0,,67.2,49,0,68.6,0
heat,compressorHeatOff,,Sleep,73,62,68.5,49,50.5,0,0,0,0,0,,67.3,49,0,68.5,0
heat,compressorHeatOff,,Sleep,73,62,68.5,48,50.5,0,0,0,0,0,,67.3,48,0,68.5,0
heat,compressorHeatOff,,Sleep,73,62,68.5,49,50.5,0,0,0,0,0,,66.8,49,0,68.5,0
heat,compressorHeatOff,,Sleep,73,62,68.5,49,50.5,0,0,0,0,0,,66.7,49,0,68.5,0
heat,compressorHeatOff,,Sleep,73,62,68.5,49,50.5,0,0,0,0,0,,66.9,49,0,68.5,0
heat,compressorHeatOff,,Sleep,73,62,68.4,49,50.5,0,0,0,0,0,,67.1,49,0,68.4,0
heat,compressorHeatOff,,Sleep,73,62,68.3,48,50.3,0,0,0,0,0,,67.2,48,0,68.3,0
heat,compressorHeatOff,,Sleep,73,62,68.3,48,50.3,0,0,0,0,0,,67.1,48,0,68.3,0
heat,compressorHeatOff,,Sleep,73,62,68.3,48,50.3,0,0,0,0,0,,66.6,48,0,68.3,0
heat,compressorHeatOff,,Sleep,73,62,68.3,49,50.3,0,0,0,0,0,,66.6,49,0,68.3,0
heat,compressorHeatOff,,Sleep,73,62,68.3,49,50.3,0,0,0,0,0,,66.7,49,0,68.3,0
heat,compressorHeatOff,,Sleep,73,62,68.3,48,50.3,0,0,0,0,0,,66.9,48,0,68.3,0
heat,compressorHeatOff,,Sleep,73,62,68.3,47,50.3,0,0,0,0,0,,67,47,0,68.3,0
heat,compressorHeatOff,,Sleep,73,62,68.3,47,50.3,0,0,0,0,0,,66.9,47,0,68.3,0
heat,compressorHeatOff,,Sleep,73,62,68.2,48,50.3,0,0,0,0,0,,66.4,48,0,68.2,0
heat,compressorHeatOff,,Sleep,73,62,68.1,49,50.3,0,0,0,0,0,,66.5,49,0,68.1,0
heat,compressorHeatOff,,Sleep,73,62,68.2,48,50.3,0,0,0,0,0,,66.6,48,0,68.2,0
heat,compressorHeatOff,,Sleep,73,62,68.1,47,50.3,0,0,0,0,0,,66.8,47,0,68.1,0
heat,compressorHeatOff,,Sleep,73,62,68.1,47,50.1,0,0,0,0,0,,66.9,47,0,68.1,0
heat,compressorHeatOff,,Sleep,73,62,68.1,47,50.1,0,0,0,0,0,,66.7,47,0,68.1,0
heat,compressorHeatOff,,Sleep,73,62,68.1,48,50.1,0,0,0,0,0,,66.2,48,0,68.1,0
heat,compressorHeatOff,,Sleep,73,62,68.1,48,50.1,0,0,0,0,0,,66.3,48,0,68.1,0
heat,compressorHeatOff,,Sleep,73,62,68,47,50.1,0,0,0,0,0,,66.5,47,0,68,0
heat,compressorHeatOff,,Sleep,73,62,68,47,50.1,0,0,0,0,0,,66.6,47,0,68,0
heat,compressorHeatOff,,Sleep,73,62,68,47,49.4,0,0,0,0,0,,66.7,47,0,68,0
heat,compressorHeatOff,,Sleep,73,62,68,47,49.4,0,0,0,0,0,,66.5,47,0,68,0
heat,compressorHeatOff,,Sleep,73,62,68,48,49.4,0,0,0,0,0,,66,48,0,68,0
heat,compressorHeatOff,,Sleep,73,62,68,47,49.4,0,0,0,0,0,,66.1,47,0,68,0
heat,compressorHeatOff,,Sleep,73,62,68,47,49.4,0,0,0,0,0,,66.2,47,0,68,0
heat,compressorHeatOff,,Sleep,73,62,68,47,49.4,0,0,0,0,0,,66.2,47,0,68,0
heat,compressorHeatOff,,Sleep,73,62,67.8,47,49,0,0,0,0,0,,66.2,47,0,67.8,0
heat,compressorHeatOff,,Sleep,73,62,67.8,47,49,0,0,0,0,0,,65.9,47,0,67.8,0
heat,compressorHeatOff,,Sleep,73,62,67.8,47,49,0,0,0,0,0,,65.6,47,0,67.8,0
heat,compressorHeatOff,,Sleep,73,62,67.8,47,49,0,0,0,0,0,,65.7,47,0,67.8,0
heat,compressorHeatOff,,Sleep,73,62,67.8,47,49,0,0,0,0,0,,65.8,47,0,67.8,0
heat,compressorHeatOff,,Sleep,73,62,67.8,47,49,0,0,0,0,0,,65.9,47,0,67.8,0
heat,compressorHeatOff,,Sleep,73,62,67.6,46,48.8,0,0,0,0,0,,65.9,46,0,67.6,0
heat,compressorHeatOff,,Sleep,73,62,67.6,46,48.8,0,0,0,0,0,,65.6,46,0,67.6,0
heat,compressorHeatOff,,Sleep,73,62,67.6,48,48.8,0,0,0,0,0,,65.3,48,0,67.6,0
heat,compressorHeatOff,,Sleep,73,62,67.6,47,48.8,0,0,0,0,0,,65.4,47,0,67.6,0
heat,compressorHeatOff,,Sleep,73,62,67.6,47,48.8,0,0,0,0,0,,65.5,47,0,67.6,0
heat,compressorHeatOff,,Sleep,73,62,67.6,46,48.8,0,0,0,0,0,,65.6,46,0,67.6,0
heat,compressorHeatOff,,Sleep,73,62,67.6,45,48.5,0,0,0,0,0,,65.8,45,0,67.6,0
heat,compressorHeatOff,,Sleep,73,62,67.6,46,48.5,0,0,0,0,0,,65.4,46,0,67.6,0
heat,compressorHeatOff,,Sleep,73,62,67.6,47,48.5,0,0,0,0,0,,65.2,47,0,67.6,0
heat,compressorHeatOff,,Sleep,73,62,67.4,47,48.5,0,0,0,0,0,,65.4,47,0,67.4,0
heat,compressorHeatOff,,Sleep,73,62,67.4,47,48.5,0,0,0,0,0,,65.7,47,0,67.4,0
heat,compressorHeatOff,,Sleep,73,62,67.4,47,48.5,0,0,0,0,0,,65.8,47,0,67.4,0
heat,compressorHeatOff,,Sleep,73,62,67.4,46,48.3,0,0,0,0,0,,65.9,46,0,67.4,0
heat,compressorHeatOff,,Sleep,73,62,67.2,46,48.3,0,0,0,0,0,,65.4,46,0,67.2,0
heat,compressorHeatOff,,Sleep,73,62,67.2,47,48.3,0,0,0,0,0,,65.2,47,0,67.2,0
heat,compressorHeatOff,,Sleep,73,62,67.2,47,48.3,0,0,0,0,0,,65.5,47,0,67.2,0
heat,compressorHeatOff,,Sleep,73,62,67.2,47,48.3,0,0,0,0,0,,65.6,47,0,67.2,0
heat,compressorHeatOff,,Sleep,73,62,67.2,46,48.3,0,0,0,0,0,,65.7,46,0,67.2,0
heat,compressorHeatOff,,Sleep,73,62,67.2,45,47.8,0,0,0,0,0,,65.8,45,0,67.2,0
heat,compressorHeatOff,,Sleep,73,62,67.2,46,47.8,0,0,0,0,0,,65.3,46,0,67.2,0
heat,compressorHeatOff,,Sleep,73,62,67.1,47,47.8,0,0,0,0,0,,65.1,47,0,67.1,0
heat,compressorHeatOff,,Sleep,73,62,67.1,47,47.8,0,0,0,0,0,,65.3,47,0,67.1,0
heat,compressorHeatOff,,Sleep,73,62,67.1,46,47.8,0,0,0,0,0,,65.5,46,0,67.1,0
heat,compressorHeatOff,,Sleep,73,62,67.1,45,47.8,0,0,0,0,0,,65.6,45,1,67.1,1
heat,compressorHeatOff,,Sleep,73,62,67.1,46,48.3,0,0,0,0,0,,65.6,46,0,67.1,1
heat,compressorHeatOff,,Sleep,73,62,67.1,47,48.3,0,0,0,0,0,,65.1,47,0,67.1,1
heat,compressorHeatOff,,Sleep,73,62,67.1,47,48.3,0,0,0,0,0,,65,47,0,67.1,0
heat,compressorHeatOff,,Sleep,73,62,67.1,47,48.3,0,0,0,0,0,,65.1,47,0,67.1,0
heat,compressorHeatOff,,Sleep,73,62,66.9,47,48.3,0,0,0,0,0,,65.1,47,0,66.9,0
heat,compressorHeatOff,,Sleep,73,62,66.9,47,48.3,0,0,0,0,0,,65.2,47,0,66.9,0
heat,compressorHeatOff,,Sleep,73,62,66.9,47,48.1,0,0,0,0,0,,65.1,47,0,66.9,0
heat,compressorHeatOff,,Sleep,73,62,66.7,47,48.1,0,0,0,0,0,,64.6,47,0,66.7,0
heat,compressorHeatOff,,Sleep,73,62,66.7,47,48.1,0,0,0,0,0,,64.5,47,0,66.7,0
heat,compressorHeatOff,,Sleep,73,62,66.7,47,48.1,0,0,0,0,0,,64.7,47,0,66.7,0
heat,compressorHeatOff,,Sleep,73,62,66.7,47,48.1,0,0,0,0,0,,64.8,47,0,66.7,0
heat,compressorHeatOff,,Sleep,73,62,66.7,47,48.1,0,0,0,0,0,,64.9,47,0,66.7,0
heat,compressorHeatOff,,Sleep,73,62,66.7,47,47.5,0,0,0,0,0,,64.8,47,0,66.7,0
heat,compressorHeatOff,,Sleep,73,62,66.5,47,47.5,0,0,0,0,0,,64.3,47,0,66.5,0
heat,compressorHeatOff,,Sleep,73,62,66.5,47,47.5,0,0,0,0,0,,64.4,47,0,66.5,0
heat,compressorHeatOff,,Sleep,73,62,66.5,47,47.5,0,0,0,0,0,,64.6,47,0,66.5,0
heat,compressorHeatOff,,Sleep,73,62,66.5,47,47.5,0,0,0,0,0,,64.7,47,0,66.5,0
heat,compressorHeatOff,,Sleep,73,62,66.5,47,47.5,0,0,0,0,0,,64.7,47,0,66.5,1
heat,compressorHeatOff,,Sleep,73,62,66.5,47,48.3,0,0,0,0,0,,64.5,47,1,66.5,1
heat,compressorHeatOff,,Sleep,73,62,66.5,48,48.3,0,0,255,0,255,,63.9,48,1,66.5,0
heat,compressorHeatStage1On,(SmartRecovery),Sleep,73,62,66.6,49,48.3,0,0,300,0,300,,63.8,49,1,66.6,0
heat,compressorHeatStage1On,(SmartRecovery),Sleep,73,62,66.9,49,48.3,0,0,300,0,300,,63.8,49,1,66.9,0
heat,compressorHeatStage1On,(SmartRecovery),Sleep,73,62,67.3,50,48.3,0,0,300,0,300,,63.8,50,0,67.3,0
heat,compressorHeatStage1On,(SmartRecovery),Sleep,73,62,67.6,51,48.3,0,0,300,0,300,,63.9,51,0,67.7,0
heat,compressorHeatStage1On,(SmartRecovery),Sleep,73,62,67.5,51,50.1,0,0,300,0,300,,64,51,1,68,0
heat,compressorHeatStage1On,(SmartRecovery),Sleep,73,62,67.2,51,50.1,0,0,300,0,300,,64,51,0,68.3,0
heat,compressorHeatStage1On,(SmartRecovery),Sleep,73,62,66.7,51,50.1,0,0,300,0,300,,64.1,51,0,68.6,0
heat,compressorHeatStage1On,(SmartRecovery),Sleep,73,62,66.2,51,50.1,0,0,300,0,300,,64.2,51,0,68.9,1
heat,compressorHeatStage1On,(SmartRecovery),Sleep,73,62,66.3,51,50.1,0,0,300,0,300,,64.4,51,1,69,1
heat,compressorHeatStage1On,(SmartRecovery),Sleep,74,63,66.5,51,50.1,0,0,240,0,285,,64.5,51,0,69,1
heat,compressorHeatOff,,Home,78,67,66.9,50,52.1,0,0,0,0,0,,64.8,50,1,69.2,1
heat,compressorHeatOff,,Home,78,67,67.3,50,52.1,0,0,0,0,0,,65.4,50,1,69.2,1
heat,compressorHeatOff,,Home,78,67,67.3,50,52.1,0,0,0,0,0,,65.8,50,1,68.9,0
heat,compressorHeatOff,,Home,78,67,67.4,49,52.1,0,0,0,0,0,,66,49,1,68.8,0
heat,compressorHeatOff,,Home,78,67,67.3,49,52.1,0,0,0,0,0,,66.1,49,1,68.6,1
heat,compressorHeatOff,,Home,78,67,67.2,49,52.1,0,0,0,0,0,,66,49,0,68.4,1
heat,compressorHeatOff,,Home,78,67,67.1,48,52.5,0,0,0,0,0,,65.9,48,0,68.3,1
heat,compressorHeatOff,,Home,78,67,67.1,48,52.5,0,0,0,0,0,,66.1,48,0,68.2,1
heat,compressorHeatOff,,Home,78,67,67.2,48,52.5,0,0,0,0,0,,66.3,48,0,68.1,1
heat,compressorHeatOff,,Home,78,67,67.4,48,52.5,0,0,0,0,0,,66.4,48,0,68.3,1
heat,compressorHeatOff,,Home,78,67,67.6,47,52.5,0,0,0,0,0,,66.5,47,0,68.7,1
heat,compressorHeatOff,,Home,78,67,67.5,47,52.5,0,0,0,0,0,,66.3,47,0,68.6,0
heat,compressorHeatOff,,Home,78,67,67.5,48,53.8,0,0,0,0,0,,66.1,48,0,68.4,0
heat,compressorHeatOff,,Home,78,67,67.6,49,53.8,0,0,0,0,0,,66.2,49,0,68.3,1
heat,compressorHeatOff,,Home,78,67,67.8,47,53.8,0,0,0,0,0,,66.4,47,0,68.3,1
heat,compressorHeatOff,,Home,78,67,68.2,47,53.8,0,0,0,0,0,,66.5,47,0,68.5,1
heat,compressorHeatOff,,Home,78,67,68.4,47,53.8,0,0,0,0,0,,66.4,47,0,68.5,1
heat,compressorHeatOff,,Home,78,67,68.5,48,53.8,0,0,0,0,0,,66.1,48,0,68.5,0
heat,compressorHeatOff,,Home,78,67,68.3,49,54.7,0,0,0,0,0,,65.9,49,0,68.3,0
heat,compressorHeatOff,,Home,78,67,68.2,49,54.7,0,0,0,0,0,,66.1,49,1,68.3,0
heat,compressorHeatOff,,Home,78,67,67.9,49,54.7,0,0,0,0,0,,66.2,49,1,68.3,0
heat,compressorHeatOff,,Home,78,67,67.7,49,54.7,0,0,0,0,0,,66.4,49,1,68.3,0
heat,compressorHeatOff,,Home,78,67,67.5,50,54.7,0,0,0,0,0,,66.4,50,1,68.1,0
heat,compressorHeatOff,,Home,78,67,67.1,50,54.7,0,0,0,0,0,,66.1,50,1,68.1,0
heat,compressorHeatOff,,Home,78,67,66.9,51,56.3,0,0,0,0,0,,66.2,51,1,68.1,0
heat,compressorHeatOff,,Home,78,67,67,51,56.3,0,0,0,0,0,,66.6,51,1,68,0
heat,compressorHeatOff,,Home,78,67,67.1,51,56.3,0,0,0,0,0,,66.9,51,1,68,1
heat,compressorHeatOff,,Home,78,67,67.3,51,56.3,0,0,0,0,0,,67,51,1,68,1
heat,compressorHeatOff,,Home,78,67,67.3,51,56.3,0,0,0,0,0,,66.9,51,1,68,1
heat,compressorHeatOff,,Home,78,67,67.1,52,56.3,0,0,0,0,0,,66.5,52,0,68,1
heat,compressorHeatOff,,Home,78,67,67.1,52,55.7,0,0,0,0,0,,66.5,52,0,67.8,0
heat,compressorHeatOff,,Home,78,67,67.2,52,55.7,0,0,0,0,0,,66.6,52,1,67.8,0
heat,compressorHeatOff,,Home,78,67,67.3,52,55.7,0,0,0,0,0,,66.8,52,1,67.8,0
heat,compressorHeatOff,,Home,78,67,67.4,52,55.7,0,0,0,0,0,,67.1,52,1,67.8,0
heat,compressorHeatOff,,Home,78,67,67.4,52,55.7,0,0,0,0,0,,67.2,52,1,67.8,0
heat,compressorHeatOff,,Home,78,67,67.2,54,55.7,0,0,0,0,0,,66.7,54,1,67.8,0
heat,compressorHeatOff,,Home,78,67,67.1,55,57.1,0,0,0,0,0,,66.8,55,1,67.6,0
heat,compressorHeatOff,,Home,78,67,67.1,55,57.1,0,0,0,0,0,,67,55,1,67.6,0
heat,compressorHeatOff,,Home,78,67,67.2,55,57.1,0,0,0,0,0,,67.2,55,1,67.6,0
heat,compressorHeatOff,,Home,78,67,67.2,54,57.1,0,0,0,0,0,,67.2,54,0,67.6,0
heat,compressorHeatOff,,Home,78,67,66.9,54,57.1,0,0,0,0,0,,66.9,54,0,67.6,0
heat,compressorHeatOff,,Home,78,67,66.5,54,57.1,0,0,180,0,180,,66.5,54,0,67.6,0
heat,compressorHeatStage1On,,Home,78,67,66.1,54,56.1,0,0,300,0,300,,66.1,54,0,67.7,0
heat,compressorHeatStage1On,,Home,78,67,65.9,54,56.1,0,0,300,0,300,,65.9,54,0,68.1,0
heat,compressorHeatStage1On,,Home,78,67,65.9,53,56.1,0,0,300,0,300,,65.9,53,0,68.5,0
heat,compressorHeatStage1On,,Home,78,67,66.2,52,56.1,0,0,300,0,300,,65.9,52,0,69,0
heat,compressorHeatStage1On,,Home,78,67,66.6,52,56.1,0,0,90,0,135,,65.9,52,1,69.4,0
heat,compressorHeatOff,,Home,78,67,66.8,52,56.1,0,0,0,0,0,,66.1,52,1,69.5,0
heat,compressorHeatOff,,Home,78,67,66.7,52,57.2,0,0,0,0,0,,66.5,52,1,69.3,0
heat,compressorHeatOff,,Home,78,67,66.8,51,57.2,0,0,0,0,0,,66.7,51,1,69,1
heat,compressorHeatOff,,Home,78,67,67.2,50,57.2,0,0,0,0,0,,67,50,0,68.9,1
heat,compressorHeatOff,,Home,78,67,67.5,50,57.2,0,0,0,0,0,,67.2,50,0,68.7,1
heat,compressorHeatOff,,Home,78,67,67.5,50,57.2,0,0,0,0,0,,67,50,1,68.7,0
heat,compressorHeatOff,,Home,78,67,67.6,50,57.2,0,0,0,0,0,,67,50,1,68.7,0
heat,compressorHeatOff,,Home,78,67,67.8,50,57.7,0,0,0,0,0,,67.3,50,0,68.6,0
heat,compressorHeatOff,,Home,78,67,67.9,49,57.7,0,0,0,0,0,,67.5,49,0,68.5,0
heat,compressorHeatOff,,Home,78,67,67.9,49,57.7,0,0,0,0,0,,67.6,49,1,68.4,0
heat,compressorHeatOff,,Home,78,67,67.8,49,57.7,0,0,0,0,0,,67.5,49,0,68.3,0
heat,compressorHeatOff,,Home,78,67,67.7,49,57.7,0,0,0,0,0,,67.2,49,0,68.3,1
heat,compressorHeatOff,,Home,78,67,67.7,49,57.7,0,0,0,0,0,,67.2,49,0,68.3,1
